Vrijeme,Vlažnost (%),Temperatura (°C),Tlak (hPa),Prosječna Vlažnost (%),Prosječna Temperatura (°C),Prosječni Tlak (hPa),Napon (V),Brzina vjetra (m/s)
12:59:55,57.7,21.7,1010.96,,,,0.56,3.23
13:04:55,58.4,21.8,1011.03,58.63,21.74,1010.94,0.45,0.98
13:09:56,57.7,21.8,1010.98,,,,0.41,0.11
13:14:56,58.9,21.8,1010.87,,,,0.37,0.0
13:19:56,58.0,21.8,1010.85,58.66,21.7,1010.94,0.38,0.0
13:24:56,57.9,21.9,1010.85,,,,0.43,0.59
13:29:56,58.5,22.0,1010.75,,,,0.42,0.3
13:34:57,57.7,21.8,1010.8,58.39,21.8,1010.89,0.5,1.96
13:39:57,58.1,21.6,1010.75,,,,0.41,0.11
13:44:57,58.1,21.8,1010.7,,,,0.45,0.98
13:49:57,57.8,21.7,1010.74,,,,0.42,0.3
13:54:58,58.7,21.6,1010.73,58.14,21.78,1010.83,0.4,0.01
13:59:58,58.9,21.5,1010.83,,,,0.37,0.0
14:04:58,59.6,21.6,1010.77,,,,0.37,0.0
14:09:58,59.3,21.6,1010.71,58.46,21.71,1010.76,0.36,0.0
14:14:58,58.8,21.5,1010.69,,,,0.37,0.0
14:19:59,59.2,21.5,1010.7,,,,0.41,0.11
14:24:59,59.8,21.4,1010.74,58.83,21.58,1010.74,0.38,0.0
14:29:59,60.3,21.4,1010.71,,,,0.41,0.2
14:34:59,62.0,21.3,1010.66,,,,0.37,0.0
14:40:00,61.6,21.3,1010.53,,,,0.41,0.2
14:45:00,61.0,21.4,1010.54,60.05,21.45,1010.71,0.5,1.96
14:50:00,58.6,21.3,1010.51,,,,0.43,0.69
14:55:00,59.3,21.3,1010.57,,,,0.49,1.86
15:00:00,58.1,21.4,1010.53,59.87,21.38,1010.62,0.4,0.01
15:05:01,59.9,21.4,1010.53,,,,0.42,0.3
15:10:01,60.2,21.3,1010.49,,,,0.42,0.5
15:15:01,60.4,21.4,1010.4,60.14,21.35,1010.55,0.44,0.89
15:20:01,58.9,21.4,1010.45,,,,0.42,0.5
15:25:02,58.5,21.4,1010.4,,,,0.4,0.01
15:30:02,59.0,21.5,1010.36,,,,0.37,0.0
15:35:02,59.3,21.6,1010.34,59.22,21.4,1010.48,0.38,0.0
15:40:02,59.0,21.5,1010.43,,,,0.38,0.0
15:45:02,58.6,21.6,1010.42,,,,0.41,0.11
15:50:03,58.5,21.7,1010.37,59.23,21.48,1010.42,0.4,0.0
15:55:03,57.9,21.7,1010.41,,,,0.4,0.0
16:00:03,57.6,21.6,1010.53,,,,0.42,0.4
16:05:03,59.5,21.6,1010.5,58.68,21.56,1010.42,0.37,0.0
16:10:04,59.1,21.5,1010.5,,,,0.42,0.3
16:15:04,58.6,21.4,1010.54,,,,0.4,0.0
16:20:04,59.8,21.4,1010.65,,,,0.41,0.2
16:25:04,61.3,21.4,1010.68,58.99,21.54,1010.47,0.38,0.0
16:30:04,61.3,21.3,1010.68,,,,0.46,1.18
16:35:05,63.0,21.2,1010.61,,,,0.41,0.2
16:40:05,62.7,21.2,1010.56,60.08,21.43,1010.57,0.42,0.4
16:45:05,61.4,21.2,1010.54,,,,0.4,0.01
16:50:05,61.8,21.2,1010.48,,,,0.41,0.11
16:55:06,61.5,21.2,1010.48,61.05,21.3,1010.57,0.36,0.0
17:00:06,61.4,21.3,1010.6,,,,0.39,0.0
17:05:06,61.8,21.2,1010.52,,,,0.37,0.0
17:10:06,61.7,21.3,1010.47,,,,0.37,0.0
17:15:06,62.1,21.3,1010.48,61.87,21.24,1010.56,0.41,0.2
17:20:07,61.3,21.3,1010.53,,,,0.42,0.5
17:25:07,63.0,21.2,1010.51,,,,0.45,1.08
17:30:07,62.1,21.1,1010.51,61.81,21.23,1010.51,0.43,0.59
17:35:07,62.3,21.1,1010.54,,,,0.4,0.0
17:40:08,62.7,21.1,1010.58,,,,0.37,0.0
17:45:08,64.6,21.0,1010.57,62.3,21.19,1010.53,0.42,0.4
17:50:08,64.8,21.0,1010.59,,,,0.36,0.0
17:55:08,65.4,21.0,1010.64,,,,0.38,0.0
18:00:08,64.1,20.9,1010.61,,,,0.39,0.0
18:05:09,65.6,20.9,1010.61,63.59,21.06,1010.56,0.41,0.11
18:10:09,63.9,20.9,1010.62,,,,0.38,0.0
18:15:09,64.0,20.9,1010.6,,,,0.4,0.01
18:20:09,62.3,21.0,1010.59,63.97,20.98,1010.59,0.42,0.4
18:25:10,63.5,21.0,1010.62,,,,0.41,0.11
18:30:10,63.3,21.0,1010.58,,,,0.41,0.11
18:35:10,64.3,21.0,1010.6,64.12,20.96,1010.61,0.46,1.18
18:40:10,63.9,21.0,1010.42,,,,0.45,1.08
18:45:10,62.6,21.1,1010.37,,,,0.45,1.08
18:50:11,63.0,21.2,1010.48,,,,0.44,0.79
18:55:11,64.2,21.1,1010.39,63.5,21.02,1010.55,0.47,1.38
19:00:11,63.4,21.2,1010.35,,,,0.42,0.5
19:05:11,62.8,21.3,1010.39,,,,0.47,1.38
19:10:12,63.6,21.3,1010.54,63.46,21.12,1010.47,0.49,1.86
19:15:12,62.9,21.4,1010.4,,,,0.44,0.79
19:20:12,61.4,21.5,1010.41,,,,0.59,3.72
11:30:55,56.4,23.0,1015.1,62.42,21.41,1010.88,0.37,0.0
11:35:55,56.5,23.2,1015.12,,,,0.37,0.0
11:40:55,56.1,23.2,1015.15,,,,0.47,1.38
11:45:56,55.9,22.9,1015.18,,,,0.53,2.55
11:50:56,56.0,22.8,1015.22,59.5,22.18,1012.3,0.37,0.0
11:55:56,56.7,22.7,1015.22,,,,0.41,0.2
12:00:56,56.3,22.7,1015.14,,,,0.44,0.79
12:05:56,56.2,22.8,1015.18,57.44,22.62,1014.21,0.44,0.79
12:10:57,55.7,22.7,1015.24,,,,0.42,0.3
12:15:57,56.0,22.8,1015.2,,,,0.42,0.3
12:20:57,56.4,22.5,1015.17,56.18,22.83,1015.18,0.5,1.96
12:25:57,55.8,22.5,1015.23,,,,0.43,0.59
12:30:57,57.0,22.4,1015.1,,,,0.49,1.77
12:35:57,56.9,22.3,1015.17,,,,0.46,1.28
12:40:58,58.1,22.4,1015.25,56.51,22.58,1015.19,0.4,0.01
12:45:58,57.2,22.6,1015.21,,,,0.4,0.0
12:50:58,57.6,22.5,1015.23,,,,0.42,0.3
12:55:58,57.5,22.6,1015.36,56.82,22.53,1015.22,0.41,0.11
13:00:58,57.5,22.8,1015.26,,,,0.4,0.0
13:05:59,58.4,22.7,1015.18,,,,0.55,3.04
13:10:59,57.8,22.6,1015.03,57.38,22.54,1015.2,0.51,2.25
13:15:59,58.7,22.4,1015.07,,,,0.47,1.47
13:20:59,58.3,22.4,1015.05,,,,0.44,0.79
13:26:00,57.9,22.6,1015.15,,,,0.46,1.18
13:31:00,57.9,22.5,1015.18,57.88,22.57,1015.18,0.41,0.11
13:36:00,59.0,22.4,1015.19,,,,0.41,0.11
13:41:00,59.1,22.5,1015.18,,,,0.36,0.0
13:46:00,57.9,22.9,1015.33,58.25,22.58,1015.16,0.45,1.08
13:51:01,56.4,23.0,1015.24,,,,0.4,0.01
13:56:01,56.5,23.0,1015.18,,,,0.41,0.2
14:01:01,57.2,23.0,1015.34,57.89,22.67,1015.19,0.52,2.45
14:06:01,56.9,23.0,1015.33,,,,0.41,0.2
14:11:02,57.7,22.8,1015.29,,,,0.41,0.11
14:16:02,57.4,22.7,1015.29,,,,0.43,0.69
14:21:02,57.0,22.8,1015.34,57.51,22.81,1015.25,0.45,1.08
14:26:02,57.2,22.8,1015.28,,,,0.44,0.79
14:31:02,58.2,22.5,1015.23,,,,0.42,0.3
14:36:03,58.9,22.8,1015.11,57.34,22.84,1015.26,0.37,0.0
14:41:03,57.5,23.0,1015.1,,,,0.44,0.79
14:46:03,56.9,23.0,1015.1,,,,0.42,0.3
14:51:03,57.7,23.0,1015.0,57.54,22.84,1015.21,0.44,0.89
14:56:04,56.4,23.0,1014.9,,,,0.42,0.3
15:01:04,56.0,23.0,1014.74,,,,0.44,0.89
15:06:04,56.5,23.0,1014.82,,,,0.42,0.3
15:11:04,56.9,22.9,1014.89,57.22,22.9,1015.06,0.37,0.0
15:16:05,56.6,22.8,1015.15,,,,0.44,0.89
15:21:05,56.7,22.8,1015.0,,,,0.42,0.3
15:26:05,57.4,22.7,1015.03,56.86,22.92,1014.97,0.44,0.79
15:31:05,57.9,22.6,1015.04,,,,0.38,0.0
15:36:05,58.7,22.6,1015.01,,,,0.45,0.98
15:41:06,59.1,22.4,1015.04,57.22,22.78,1014.96,0.51,2.16
15:46:06,60.3,22.1,1015.01,,,,0.41,0.11
15:51:06,60.5,22.1,1014.96,,,,0.47,1.38
15:56:06,61.6,21.7,1014.89,,,,0.44,0.89
16:01:07,62.0,21.8,1015.07,59.08,22.36,1015.0,0.45,1.08
16:06:07,62.6,21.7,1014.91,,,,0.44,0.79
16:11:07,61.5,21.8,1014.86,,,,0.43,0.59
16:16:07,61.3,21.7,1014.88,60.55,22.05,1014.97,0.48,1.57
16:21:07,62.1,21.6,1014.99,,,,0.42,0.4
16:26:08,61.4,21.6,1014.98,,,,0.52,2.35
16:31:08,60.4,21.6,1014.82,61.37,21.77,1014.94,0.45,0.98
16:36:08,61.0,21.7,1014.72,,,,0.61,4.21
16:41:08,61.0,21.6,1014.71,,,,0.45,1.08
16:46:09,61.4,21.5,1014.96,,,,0.51,2.25
16:51:09,61.2,21.5,1015.03,61.39,21.63,1014.89,0.46,1.28
16:56:09,61.8,21.6,1015.04,,,,0.42,0.4
17:01:09,61.2,21.6,1015.28,,,,0.37,0.0
17:06:09,61.9,21.7,1015.38,61.34,21.6,1014.99,0.37,0.0
17:11:10,61.0,21.8,1015.22,,,,0.42,0.5
17:16:10,61.2,21.8,1015.36,,,,0.46,1.28
17:21:10,61.6,21.9,1015.35,61.33,21.67,1015.11,0.41,0.11
17:26:10,62.5,21.9,1015.43,,,,0.46,1.18
17:31:11,62.2,21.9,1015.48,,,,0.37,0.0
17:36:11,62.0,21.9,1015.46,,,,0.42,0.4
17:41:11,62.2,21.8,1015.42,61.76,21.79,1015.3,0.38,0.0
17:46:11,61.6,21.8,1015.39,,,,0.44,0.79
17:51:11,61.9,21.8,1015.48,,,,0.37,0.0
17:56:12,61.7,21.8,1015.5,61.79,21.84,1015.41,0.38,0.0
18:01:12,61.3,21.8,1015.47,,,,0.36,0.0
18:06:12,61.5,21.8,1015.41,,,,0.39,0.0
18:11:12,62.0,21.8,1015.36,61.89,21.83,1015.44,0.38,0.0
18:16:13,61.9,21.7,1015.36,,,,0.39,0.0
18:21:13,61.7,21.7,1015.37,,,,0.41,0.11
18:26:13,62.6,21.6,1015.41,,,,0.38,0.0
18:31:13,63.2,21.6,1015.48,61.94,21.74,1015.42,0.35,0.0
18:36:13,62.3,21.6,1015.63,,,,0.37,0.0
18:41:14,63.3,21.5,1015.53,,,,0.39,0.0
18:46:14,63.4,21.4,1015.56,62.32,21.65,1015.46,0.39,0.0
18:51:14,64.8,21.3,1015.52,,,,0.36,0.0
18:56:14,65.1,21.3,1015.55,,,,0.37,0.0
19:01:15,65.4,21.2,1015.57,63.37,21.49,1015.5,0.35,0.0
19:06:15,65.1,21.1,1015.57,,,,0.4,0.01
19:11:15,65.1,21.1,1015.62,,,,0.37,0.0
19:16:15,65.0,21.1,1015.54,,,,0.38,0.0
19:21:15,64.7,21.0,1015.65,64.42,21.26,1015.56,0.4,0.0
